STORE_ID,DATE,MARKDOWN_1,MARKDOWN_2,MARKDOWN_3,MARKDOWN_4,MARKDOWN_5
12,17/02/2012,17708.64,8549.74,2.88,14234.76,5960.69
12,24/02/2012,12862.31,5681.93,2,2401.22,5131.37
12,02/03/2012,15046.69,2131.62,12.84,4574.95,3428.27
12,09/03/2012,8404.29,2192.75,3.91,1479.91,5882.51
12,16/03/2012,9582.27,731.87,4.02,1589.97,2365.63
12,23/03/2012,3865.96,1496.18,7.35,1951.11,1440.31
12,30/03/2012,13644.08,115.67,8.34,1885.51,2291.86
12,06/04/2012,11772.46,NA,61.63,3885.06,4225.11
12,13/04/2012,9681.11,2934.51,14.08,1944.35,3103.61
12,20/04/2012,8679.29,1265.97,7.7,878.01,4358.86
12,27/04/2012,2936.01,336.39,26.18,613.65,740.83
12,04/05/2012,10073.64,NA,76.29,1671.53,3721.62
12,11/05/2012,13083.53,NA,8.54,1378.68,2071.31
12,18/05/2012,20882.5,NA,3.73,9506.75,2091.67
12,25/05/2012,8220.32,NA,373.92,2185.46,1825.94
12,01/06/2012,7512.07,NA,43.71,3666.37,4109.01
12,08/06/2012,10421.58,93.2,160.4,2385.69,4837.21
12,15/06/2012,15025.58,33.4,2.51,4573.57,2283.27
12,22/06/2012,10233.14,67.6,3.65,4693.44,3618.64
12,29/06/2012,7439.99,47.6,NA,1330.36,4873.87
12,06/07/2012,10804.73,-0.6,3.33,5397.84,4395.03
12,13/07/2012,8699.07,20,0.06,5542.53,2781.14
12,20/07/2012,5799,59.68,37.56,5292.33,3376.66
12,27/07/2012,8217.72,41.28,2.31,9211.05,5507.68
12,03/08/2012,41059.39,69.7,45.73,22802.96,2743.18
12,10/08/2012,10844.78,79.4,38.62,6513.42,2756.59
12,17/08/2012,7487.95,25.5,6.6,5107.54,4876.34
12,24/08/2012,10712.3,86.08,70,7981.57,3515.91
12,31/08/2012,30055.26,13.2,116.87,11860.18,3746.24
12,07/09/2012,17640.02,84,46.18,3202.21,2634.17
12,14/09/2012,6928.05,NA,19.56,863.95,5776.08
12,21/09/2012,11918.13,156.82,388.52,3290.61,7953.53
12,28/09/2012,3068.35,27.82,0.22,1307.43,3605.14
12,05/10/2012,8953.66,NA,44.83,7731.09,3269.62
12,12/10/2012,1986.92,NA,16.75,910.5,4225.2
12,19/10/2012,1810.87,NA,8.48,640.64,2250.86
12,26/10/2012,13749.1,104.54,56,2402.63,4813.93
12,02/11/2012,16343.61,4621.69,118.14,7805.38,4247.26
12,09/11/2012,7692.83,7429.95,77.86,3662.83,3157.95
12,16/11/2012,13835.16,237.82,51.29,6519.99,5196.47
12,23/11/2012,5143.24,NA,91073.56,3757.15,1381.84
12,30/11/2012,4876.87,7.5,8549.38,813.77,4832.18
12,07/12/2012,13375.6,NA,338,6510.29,12971.31
12,14/12/2012,4264.3,NA,193,872.87,17128.48
12,21/12/2012,5849.99,129.88,183.01,1591.66,2264.8
12,28/12/2012,10344.3,35051.68,196.76,486.88,518.83
12,04/01/2013,4458.06,27754.01,58.27,301.24,3798.13
12,11/01/2013,9819.88,13556.68,0.48,305.82,3113.78
12,18/01/2013,4304.79,3262.23,1.24,446.34,2718.67
12,25/01/2013,4899.26,1949.62,NA,739.61,1922.27
12,01/02/2013,15107.83,939.31,65.7,12829.72,3366.13
12,08/02/2013,74777.22,1127.36,382.36,33466.32,5693.26
12,15/02/2013,13886.07,3228.42,27.24,9073.93,10232.63
12,22/02/2013,6821.02,2985.67,NA,1535.14,1582.81
12,01/03/2013,8524.99,510.79,NA,1369.5,5260.02
12,08/03/2013,18508.17,330.17,19.04,8128.78,2145.31
12,15/03/2013,7286.12,NA,3.71,2271.05,930.55
12,22/03/2013,10679.58,NA,647,3188.2,1750.99
12,29/03/2013,7517.14,NA,257.4,787.48,2125.94
12,05/04/2013,12126.6,2222.12,349.23,5266.87,2457.17
12,12/04/2013,7641.52,807.32,22.43,8137.17,2078.68
12,19/04/2013,3294.87,33.66,87.64,1369.74,1895.84
12,26/04/2013,1685.96,NA,49.88,2503.77,1161
12,03/05/2013,9317.56,13.94,12.97,7664.25,1742.78
12,10/05/2013,5617.43,193.82,24.62,4671.5,8235.71
12,17/05/2013,8051.71,68.88,8.38,2945.82,2521.68
12,24/05/2013,4737.51,72.88,589.22,4812.96,1491.99
12,31/05/2013,2963.59,68.18,115.07,295.4,1215.24
12,07/06/2013,14645.08,200.37,80.4,9578.14,6548.46
12,14/06/2013,3274.83,232.43,400.53,4992.42,1182.33
12,21/06/2013,1571.06,130.06,213.8,3391.74,1789.76
12,28/06/2013,8745.83,262.16,11.97,9475.17,6249.56
12,05/07/2013,10258.3,1663.37,541.21,16546.54,1213.84
12,12/07/2013,3409.33,977.89,80.96,8574.06,1997.97
12,19/07/2013,4349.54,687.86,93.05,1361.92,1614.2
12,26/07/2013,1008.91,232.99,6,284.49,2132.08
13,11/11/2011,31400.97,30876.79,645.07,4407.38,7740.27
13,18/11/2011,11003.75,1090.92,89.88,1201.3,10231.67
13,25/11/2011,1282.42,548.1,109030.75,146.33,3557.67
13,02/12/2011,7945.42,56,25126.9,5550.87,31844.2
13,09/12/2011,5924.71,56,577.59,1778.83,20371.02
13,16/12/2011,3272.56,556.15,959.55,424.43,5933.01
13,23/12/2011,686.24,193.26,2971.53,239.78,3567.03
13,30/12/2011,5970.81,89121.94,406.4,1772.02,3645
13,06/01/2012,6809.96,37106.52,179.77,1922.55,7481.58
13,13/01/2012,3627.07,14887.88,119.93,798.48,4668.82
13,20/01/2012,3150.56,6765.52,87.63,1196.17,3136.96
13,27/01/2012,3743,3744.31,108.46,253.99,3511.82
13,03/02/2012,53423.29,5822.12,282.08,57817.56,9654.23
13,10/02/2012,9264.48,8292.73,179.72,18849.21,9083.54
13,17/02/2012,21621.16,16497.47,25.52,13643.83,14660.97
13,24/02/2012,16404.54,12013.87,3.4,2584.12,5126.53
13,02/03/2012,25204.67,2436.75,167.88,16066.76,7289.69
13,09/03/2012,9173.97,339.05,9.44,1300.75,7479.12
13,16/03/2012,8901.34,637.7,3.85,6169.81,2446.53
13,23/03/2012,3489.61,75.36,2.52,827.19,3427.9
13,30/03/2012,10556.61,43.54,15.84,1116.83,8179.03
13,06/04/2012,9249.62,NA,59.94,3969.24,6016.86
13,13/04/2012,7419.44,19610.52,54.65,3021.51,3374.9
13,20/04/2012,22464.84,8216.22,70.45,1561.38,7307.24
13,27/04/2012,4626.7,0.11,67.16,104.18,3280.73
13,04/05/2012,15589.85,NA,337.47,7557.14,5025.28
13,11/05/2012,14566.92,86,60.34,6009.18,4224.91
13,18/05/2012,7623.14,NA,86.99,2583.46,3312.67
13,25/05/2012,7282.07,NA,416.15,1048.83,7293.87
13,01/06/2012,8868.86,123,37.87,3793.73,6276.31
13,08/06/2012,12461.96,406.6,254.19,1450.62,8952.93
13,15/06/2012,8819.8,416.5,0.22,3496.08,6331.52
13,22/06/2012,9298.46,565.14,1.79,4025.82,8626.51
13,29/06/2012,4768.5,446.92,NA,743.34,4076.02
13,06/07/2012,14357.07,337.7,89.85,8820.75,5507.25
13,13/07/2012,6330.74,220.42,1.17,4033.74,4225.77
13,20/07/2012,6060.59,133.34,35.23,1518.75,6675.69
13,27/07/2012,6699.6,96.56,5.2,8723.87,6650.26
13,03/08/2012,48280.91,73.92,98.64,13485.99,7765.27
13,10/08/2012,6249.06,70.38,51.09,3258.43,7070.04
13,17/08/2012,5063.08,6.76,40.96,2344.61,5594.85
13,24/08/2012,9360.8,71.92,179.51,8290.49,6291.99
13,31/08/2012,21327.53,50.44,88.44,9444.6,3872.19
13,07/09/2012,17452.15,18.74,69.23,4472.17,5180.78
13,14/09/2012,13208.43,NA,28.06,1300.16,10484.98
13,21/09/2012,10671.71,141.83,46,2465.37,12372.29
13,28/09/2012,5197.64,63.1,2.6,3022.73,9779.77
13,05/10/2012,6607.14,NA,50.6,3943.91,7700.91
13,12/10/2012,1927.15,NA,9.72,518.97,11269.24
13,19/10/2012,2753.9,NA,8.84,775.96,6978.9
13,26/10/2012,10192.49,364.57,150,1714.15,5563.92
13,02/11/2012,22673.11,15133.42,65.54,8135.66,5449.98
13,09/11/2012,31930.04,19452.26,88.2,668.89,4941.57
13,16/11/2012,13357.31,4584.74,302.19,970.32,7968.28
13,23/11/2012,2088.09,-0.05,149483.31,756.99,1176.1
13,30/11/2012,5858.02,NA,11470.92,173.18,7018.08
13,07/12/2012,9753.88,NA,1258.51,2777.92,21807.99
13,14/12/2012,2816.36,NA,189,1679.56,2416
13,21/12/2012,4655.55,82.92,263.93,41.68,2105.14
13,28/12/2012,20297.6,52850.71,828.32,50.19,1947.25
13,04/01/2013,4914.57,39020.8,35.21,111.43,3050
13,11/01/2013,3726.82,17212.29,-23.97,116.72,2662.8
13,18/01/2013,6847.96,5267.27,5.18,933.65,3113.78
13,25/01/2013,3250.58,2576.84,1,81.67,2360.57
13,01/02/2013,21473.2,1904.19,424.53,26859.39,3342.06
13,08/02/2013,103184.98,1058.07,406.24,65344.64,8699.21
13,15/02/2013,17771.48,6944.08,13.3,10514.31,7599.67
13,22/02/2013,10360.46,8744.31,49.16,2212.69,3326.43
13,01/03/2013,8315.84,1260.83,11.2,659.35,3007.98
13,08/03/2013,29775.13,279.06,139.61,7962.19,6277.85
13,15/03/2013,7748.56,NA,25.45,2369.84,2522.64
13,22/03/2013,15752.69,NA,4330.1,3086.68,2250.2
13,29/03/2013,8423.57,NA,1018.43,156.2,4640.19
13,05/04/2013,25061.6,16527.33,715.36,3092.08,6326.11
13,12/04/2013,5553.66,6576.2,130.64,1282.8,2816.65
13,19/04/2013,2604.11,186.71,247.64,73.92,2605.84
13,26/04/2013,3664.88,NA,297.65,374.46,2284.14
13,03/05/2013,15599.02,9,162.76,5754.98,3223.41
13,10/05/2013,4974.55,349,103.99,869.1,12998.65
13,17/05/2013,10484.85,332.82,14.26,1877,7360.88
13,24/05/2013,4055.58,174.82,323.77,864.21,7642.23
13,31/05/2013,5026.09,342.21,277.3,31.16,2626.13
13,07/06/2013,15752.93,1133.16,563.67,9099.13,8754.58
13,14/06/2013,5574.52,798.37,1763.71,5692.34,3896.16
13,21/06/2013,5531.43,450.45,438.12,5117.36,4976.75
13,28/06/2013,7171.47,928.22,16.1,4607.09,5301.35
13,05/07/2013,22841.84,3226.72,433.81,14901.99,4966.09
13,12/07/2013,7062.38,1561,117.15,2393.91,5452.83
13,19/07/2013,2973.47,1440.63,142.45,1059.44,1315.72
13,26/07/2013,346.31,1377.41,93.4,140.32,2147.06
14,11/11/2011,11376.03,22505.23,1079.89,2679.33,4257.94
14,18/11/2011,16308.11,749.9,273.72,2331.53,9347
14,25/11/2011,286.52,54,89402.64,13,1915.8
14,02/12/2011,6428.59,NA,3657.58,2939.92,34955.25
14,09/12/2011,7297.72,15,342.71,4849,7509.9
14,16/12/2011,5398.47,6.12,881.17,290.64,6390.47
14,23/12/2011,924.14,112.73,2127.77,80.02,4638.81
14,30/12/2011,7844.31,70574.85,312.98,1559.84,2851.33
14,06/01/2012,10428.95,39234.09,839.74,981.17,15911.56
14,13/01/2012,4605.8,21593.85,636.54,727.57,4054.79
14,20/01/2012,5037.95,4952.93,860.9,2560.08,5386.74
14,27/01/2012,3468.31,2195.14,689.52,252.01,2128.36
14,03/02/2012,78124.5,4232.19,788.56,46081.94,14550.73
14,10/02/2012,17118.97,6533.16,285.82,11597.23,6174.43
14,17/02/2012,23664.75,13769.67,143.36,11965.7,10506.12
14,24/02/2012,15074.23,8644.89,4.2,4450.84,7278.87
14,02/03/2012,20212.56,1991.38,46.67,11970.8,6876.57
14,09/03/2012,15710.87,1050.48,1.49,2302.28,2702.96
14,16/03/2012,6021.47,280.43,5.5,1814.5,1581.84
14,23/03/2012,4718.7,348.81,6.85,353.11,3726.39
14,30/03/2012,11267.8,185.8,8.84,1152.46,2509.18
14,06/04/2012,8376.85,NA,81.19,3578.4,4857.19
14,13/04/2012,5236.77,13739.76,51.75,984.02,2638.42
14,20/04/2012,32124.49,6870.09,100.15,2213.04,3706.04
14,27/04/2012,3548.09,0.35,45.88,78.21,4193.26
14,04/05/2012,21068.05,NA,128.13,5490.93,2764.55
14,11/05/2012,10626.27,NA,131.11,1664.04,10557.13
14,18/05/2012,8818.97,NA,8.88,1297.39,3330.23
14,25/05/2012,11421.79,NA,634.52,1071.25,3204.72
14,01/06/2012,7765.54,11,185.64,2473.3,2603.92
14,08/06/2012,4636.1,570.2,172.7,1103.04,8024.53
14,15/06/2012,10737.66,423.4,5.06,1904.52,3823.07
14,22/06/2012,10291.35,317,4.3,3292.07,6115.51
14,29/06/2012,4575.3,211.7,NA,304.94,2686.11
14,06/07/2012,7024.93,416.3,83.47,6927.24,6002.43
14,13/07/2012,9158.47,-2.5,5.37,4516.68,2574.55
14,20/07/2012,4564.87,58.48,19.69,1418.34,3764.15
14,27/07/2012,4945.52,113.66,4.1,10751.35,3298.31
14,03/08/2012,17465.29,37.82,110.8,13149.34,5089.95
14,10/08/2012,32432.09,23.68,32.44,4309.81,3570.81
14,17/08/2012,4625.55,62.5,5.84,2100.73,2663.23
14,24/08/2012,6647.88,34.56,255.31,6931.8,9414.1
14,31/08/2012,24718.73,9.94,120.98,14110.32,3332.99
14,07/09/2012,6623.84,6.97,34.35,2720.17,5498.39
14,14/09/2012,11320.02,NA,28.2,855.45,1743.58
14,21/09/2012,21474.27,98.28,29.88,1924.92,15282.51
14,28/09/2012,3816.64,38.19,8.16,2545.14,3536.04
14,05/10/2012,9219.05,NA,12.04,3592,3300.66
14,12/10/2012,3214.56,NA,20.28,822.73,7207.7
14,19/10/2012,4192.74,NA,17.46,1076.25,3839.99
14,26/10/2012,9258.41,99.19,117.84,1489.28,1433.31
14,02/11/2012,14502.36,27807.59,65.98,9137.86,10309.95
14,09/11/2012,7505.03,13686.34,141.08,704.1,3790.53
14,16/11/2012,57257.78,1301.94,132.74,1355.51,6149.94
14,23/11/2012,1144.07,0.04,105691.67,242.1,1415.51
14,30/11/2012,2912.49,7.5,7324.57,159.88,6351.54
14,07/12/2012,13923.99,NA,247,3458,12715.04
14,14/12/2012,2671.82,NA,147,1661.11,3096.94
14,21/12/2012,5301.52,576.5,306.28,174.34,3874.92
14,28/12/2012,14283.51,45767.78,430.44,47.67,2128.13
14,04/01/2013,4949.81,46315.84,18.38,388.47,4683.98
14,11/01/2013,5186.45,26233.26,7.34,758.66,3343.6
14,18/01/2013,30780.8,6529.64,8.24,6434.82,3124.97
14,25/01/2013,7289.32,2704.62,1,462.85,1749.59
14,01/02/2013,15670.66,1125.57,1811.8,28494.45,2430.86
14,08/02/2013,75522.86,903.11,205.18,35146.67,4340.72
14,15/02/2013,16693.07,3038.43,6.06,2242.93,9686.98
14,22/02/2013,15320.65,8697.68,103.84,10277.08,5841.93
14,01/03/2013,16667.02,913.36,20.24,73.88,2601.07
14,08/03/2013,23140.88,198.2,99.6,6288.14,4650.09
14,15/03/2013,13379.88,NA,5.32,1666.38,1967.09
14,22/03/2013,14080.01,NA,1024.41,2420.09,5120.3
14,29/03/2013,10368.04,NA,763.82,418.76,5066.86
14,05/04/2013,13011.66,6422.57,438.51,1640.42,4059.25
14,12/04/2013,10932.61,3011.97,79.46,2129.49,1628.89
14,19/04/2013,5393.42,2.95,86,265.26,1174.47
14,26/04/2013,1071.92,NA,187.03,53.47,1723.94
14,03/05/2013,11008.28,0.94,157.91,3873.67,1988.69
14,10/05/2013,4538.72,334.06,107.45,2100.1,9069.8
14,17/05/2013,9659.44,204.88,25.91,1896.27,5896.76
14,24/05/2013,3701.66,247.84,821.91,2031.64,3202.59
14,31/05/2013,6253.46,581.33,584.42,145.01,1440.91
14,07/06/2013,11724.35,955.18,111.16,7790.71,4317.11
14,14/06/2013,5621.45,629.72,595.38,2513.62,2492.73
14,21/06/2013,3522.71,674.34,190.55,2890.09,3831.73
14,28/06/2013,6846.38,1097.6,NA,6760.2,4170.58
14,05/07/2013,9443.6,3495.95,1245.83,9221.07,630.61
14,12/07/2013,4472.61,1389.15,121.37,1373.9,3850.61
14,19/07/2013,2128.98,739.94,148.15,481.63,3032.51
14,26/07/2013,779.98,731.33,13.9,185.27,1972.09
15,11/11/2011,9727.57,4267.72,617.98,1236.64,2067.74
15,18/11/2011,3668.4,615.27,49.57,946.2,4393.97
15,25/11/2011,299.72,54.94,67073.91,34.22,171.76
15,02/12/2011,3751.34,191.82,6485.06,1803.17,16136.43
15,09/12/2011,3581.98,193.94,75.62,1713.45,5227.94
15,16/12/2011,2176.13,19,158.53,925.45,1273.02
15,23/12/2011,260.78,7.27,1120.42,80.13,622.48
15,30/12/2011,3248.4,31122.2,111.35,605.88,3474.84
15,06/01/2012,5597.99,17413.82,18.8,646.2,3098.77
15,13/01/2012,1684.66,8959.27,1,487.76,542.9
15,20/01/2012,2637.43,3151.32,NA,265.47,2257.53
15,27/01/2012,875.81,2072.02,NA,58.58,1418.14
15,03/02/2012,25565.53,3425.96,56.72,19303.94,3230.99
15,10/02/2012,5140.44,5527.21,10.39,9439.38,6371.82
15,17/02/2012,17822.56,7914.95,1.76,11094.94,4922.19
15,24/02/2012,6881.03,5859.12,1,3607.57,4147.13
15,02/03/2012,11611.99,1749.22,27.4,7977.5,2327.04
15,09/03/2012,7926.63,615.68,1.49,2126.98,2194.94
15,16/03/2012,3518.76,104.88,2.98,797.26,1364.77
15,23/03/2012,7318.86,118.73,0.5,3744.04,1224.93
15,30/03/2012,4292.7,72.67,3,1169.95,2965.23
15,06/04/2012,8567.95,NA,46.32,1144.78,3518.73
15,13/04/2012,3408.63,3269.14,13.58,1547.19,1809.75
15,20/04/2012,4577.67,1678.35,5.9,1094.79,1830.84
15,27/04/2012,1863.53,NA,9.82,192.32,1271.7
15,04/05/2012,8300.37,NA,110.97,3056.54,1610.94
15,11/05/2012,11017,NA,11.17,1287.37,2683.72
15,18/05/2012,5226.88,NA,8.93,546.11,1281.16
15,25/05/2012,6258.04,NA,482.11,928.64,1315.99
15,01/06/2012,3762,22.8,41.98,1170.77,2160.94
15,08/06/2012,4658.21,269,0.19,399.04,3998.9
15,15/06/2012,3453.42,478.6,0.01,404.11,3862.9
15,22/06/2012,3816.09,1314,NA,667.31,2567
15,29/06/2012,3076.48,589.4,NA,1770.01,2113.3
15,06/07/2012,4916.59,270.1,24.22,1747.41,2772.41
15,13/07/2012,3376.03,189.6,50.02,942.78,753.32
15,20/07/2012,1131.83,179.69,31.31,274.96,1321.82
15,27/07/2012,2403.14,122.34,0.87,2132.06,1082.9
15,03/08/2012,7251.41,216.62,0.48,4906.29,1420.37
15,10/08/2012,15384.57,19.31,100.34,1649.99,1552.05
15,17/08/2012,3690.95,10.66,0.3,788.18,1176.04
15,24/08/2012,3669.07,-6.69,NA,2813.59,1610.18
15,31/08/2012,5501.66,135.77,27.69,1513.49,2862.32
15,07/09/2012,7925.48,13.2,15.69,1684.3,1941.32
15,14/09/2012,5163.64,NA,1.49,922.73,3154.77
15,21/09/2012,3412.14,91,28.5,118.17,1880.31
15,28/09/2012,5223.97,19.73,0.66,1260.77,5490.76
15,05/10/2012,2337.37,NA,6.22,1443.89,1892.94
15,12/10/2012,1351.82,NA,5.8,500.2,3631.62
15,19/10/2012,710.9,NA,1.68,176.01,1098.68
15,26/10/2012,4657.77,-7.01,100,1077.51,1234.65
15,02/11/2012,4565.57,5904.29,9,1437.77,1226.03
15,09/11/2012,3353.41,4293.32,38.06,340.26,1717.27
15,16/11/2012,8728.86,557.12,27.12,1840.54,2216.52
15,23/11/2012,400.27,NA,76740.95,358.47,758.91
15,30/11/2012,1577.33,NA,4241,130.62,4568.23
15,07/12/2012,6919.92,NA,212.32,1316.86,4165.76
15,14/12/2012,5258.35,NA,22,336.24,1206.87
15,21/12/2012,2568.77,NA,45,113.9,1639.7
15,28/12/2012,5278.56,17261.44,5.01,34.08,254.53
15,04/01/2013,1914.12,21803.78,22.11,69.3,1386.44
15,11/01/2013,4387.53,13895.83,8.39,31.8,1966.82
15,18/01/2013,3232.34,3900.31,1.56,120.39,1329.63
15,25/01/2013,4004.91,1942.15,0.4,280.72,1543.9
15,01/02/2013,10356.61,1601.66,341.8,15824.52,830.83
15,08/02/2013,46932.68,630.88,213.16,16829.47,2976.96
15,15/02/2013,5533.97,1314.4,1.24,2895.82,4712.81
15,22/02/2013,6722.29,1209.95,200.8,1397.74,1421.09
15,01/03/2013,5780.05,246.9,1.2,985.73,1522.27
15,08/03/2013,14988.68,145.72,6.83,5322.62,2893.24
15,15/03/2013,12946.87,NA,2.62,664.28,942.8
15,22/03/2013,13425.03,NA,942,857.45,1733.1
15,29/03/2013,6907.06,NA,1031.68,107.87,2419.35
15,05/04/2013,10253.67,2141.9,344.22,1311.21,1921.28
15,12/04/2013,5391.36,890.83,40.98,876.71,1188.55
15,19/04/2013,1934.68,111.95,80,72.55,284.57
15,26/04/2013,841.4,NA,67.3,79.04,925.61
15,03/05/2013,4421.68,46,82.63,1683.9,700.46
15,10/05/2013,7298.44,462.7,15.9,1893.69,4727.12
15,17/05/2013,5745.98,717.28,16,713.41,3765.65
15,24/05/2013,2555.11,389.3,502.18,1072.48,2001.61
15,31/05/2013,4643.11,545.56,NA,63.03,466.43
15,07/06/2013,7883.89,1378.88,120,2637.43,3925.2
15,14/06/2013,3433.45,553.69,360,1766.04,1101.76
15,21/06/2013,4012.81,382.38,143.8,3941.85,1869
15,28/06/2013,4599.86,858.14,6.5,2999.23,2917.28
15,05/07/2013,4855.31,3222.6,794.97,6559.5,1052.94
15,12/07/2013,3679.59,2654.86,34.5,2044.8,979.49
15,19/07/2013,2569.12,3236.27,192.44,259.52,1108.48
15,26/07/2013,312.11,1754.52,NA,130.4,1192.82
16,11/11/2011,5042.4,2193.04,200.11,3309.98,2743.18
16,18/11/2011,2089.46,154.21,3.55,830.6,4425.07
16,25/11/2011,90.28,126.47,34754.69,24.64,1560.32
16,02/12/2011,516.47,61,944.52,9,7124.75
16,09/12/2011,2229.52,28,73.7,1696.73,6465.69
16,16/12/2011,2801.5,NA,99.57,422.6,2684.19
16,23/12/2011,485,0.18,475.6,16.2,960.85
16,30/12/2011,921.67,11778.68,101.87,272.51,1673.25
16,06/01/2012,443.59,5524.49,15.7,35.25,3296.96
16,13/01/2012,1353.58,2551.73,0.24,289.67,1899.49
16,20/01/2012,2087.19,1399.47,5.58,75.83,4742.74
16,27/01/2012,612.01,1011.32,NA,8.41,2482.91
16,03/02/2012,32702.46,747.82,2.39,8063.07,2940.68
16,10/02/2012,7247.14,985.13,0.45,9481.58,6298.1
16,17/02/2012,5656.83,2712.39,NA,2883.67,4484.79
16,24/02/2012,12120.37,2778.82,NA,1634.92,4210.7
16,02/03/2012,8501.55,871.52,NA,2066.16,3207.63
16,09/03/2012,5302.57,557.02,3.17,5974.36,3037.04
16,16/03/2012,3501.15,0.3,1.33,1396.55,1515.46
16,23/03/2012,1462.21,2.5,4.43,367.45,1256.65
16,30/03/2012,3404.77,NA,5,188.8,1133.72
16,06/04/2012,7612.73,NA,43.82,897.11,5294.18
16,13/04/2012,3532.73,1368.42,22,214.95,1983.5
16,20/04/2012,2479.18,582.08,22.92,558.25,1659.22
16,27/04/2012,3351.91,205.74,16.41,366.79,2049.94
16,04/05/2012,3332.89,NA,35.34,766.61,2282.68
16,11/05/2012,4814.92,NA,61.11,343.64,837.48
16,18/05/2012,5303.48,NA,96.9,765.65,2341.97
16,25/05/2012,990.24,NA,123.98,321.46,1405.5
16,01/06/2012,4078.25,22.4,60.41,98.46,968.96
16,08/06/2012,3644.68,37.2,63.9,611.78,5520.95
16,15/06/2012,7027.33,141.8,125.91,642.76,1980.96
16,22/06/2012,1291.33,201,0.27,696.47,1682.13
16,29/06/2012,731.74,107.4,NA,455.32,1375.35
16,06/07/2012,1559.36,68.8,13.1,420.62,6013.75
16,13/07/2012,2375.53,17.9,2.07,983.3,1834.23
16,20/07/2012,1115.42,105.35,4.69,196.54,948.69
16,27/07/2012,589.03,31.77,NA,855.31,1457.52
16,03/08/2012,4801.46,NA,NA,3030.35,2945.89
16,10/08/2012,7036.67,11.2,11,3031.99,2296.61
16,17/08/2012,408.1,NA,1.1,870.38,604.8
16,24/08/2012,1556.47,16,3.34,869.05,1691.12
16,31/08/2012,8702.4,NA,35.78,3576.08,4493.67
16,07/09/2012,2291.22,-9.98,37.43,411.53,1576.74
16,14/09/2012,5323.84,NA,9.3,1307.03,4474.84
16,21/09/2012,3913.62,1.91,NA,143.35,5661
16,28/09/2012,2130.57,3.82,NA,583.9,1409.43
16,05/10/2012,2228.83,NA,23.32,1534.31,4451.29
16,12/10/2012,522.32,NA,11.09,40.2,5247.6
16,19/10/2012,1278.03,NA,1.16,16.38,1395.48
16,26/10/2012,2285.52,20.48,NA,201.97,1237.41
16,02/11/2012,2826.02,984.41,4.46,274.18,1411.99
16,09/11/2012,1847.47,3777.37,7.06,465.91,4759.49
16,16/11/2012,8467.46,640.26,20.16,569.67,4791.12
16,23/11/2012,150.45,NA,36887.82,70.74,661.71
16,30/11/2012,1457.1,NA,8316.95,93.4,6105.11
16,07/12/2012,2954.7,NA,73,230.36,6514.19
16,14/12/2012,286.92,NA,25.94,21.88,786.11
16,21/12/2012,2714.42,NA,25,20.64,1551.56
16,28/12/2012,4541.46,7686.78,160,142.2,714.38
16,04/01/2013,702.74,8630.01,16.6,115.54,1274.24
16,11/01/2013,2134.52,4962.66,7.77,16.76,2543.65
16,18/01/2013,4085.38,1448.73,2.46,1632,1818.7
16,25/01/2013,5069.98,207.53,0.1,551.55,1490.43
16,01/02/2013,2601.39,279.07,91.8,1988.48,1318.85
16,08/02/2013,29842.81,247.22,61.72,16268.99,2222.53
16,15/02/2013,7170.69,398.83,0.24,2613.16,3184.65
16,22/02/2013,4852.98,246.22,NA,3283.14,2724.32
16,01/03/2013,1036.49,186.48,1.6,27.91,776.27
16,08/03/2013,8077.03,48.38,21.01,1029.14,1659.9
16,15/03/2013,4820.89,NA,3.67,453.4,991.83
16,22/03/2013,4590.76,NA,689,425.27,908.52
16,29/03/2013,3664.58,NA,445.12,95.17,1338.01
16,05/04/2013,4260.6,2.25,179.82,209.59,2179.82
16,12/04/2013,1777.31,17.29,27.59,157.47,1318.61
16,19/04/2013,1465.98,NA,54.52,109.89,2498.49
16,26/04/2013,353.74,NA,88,NA,1008.38
16,03/05/2013,1006.27,NA,13.21,542.17,662.68
16,10/05/2013,4679.77,71,29.76,349.92,2483.48
16,17/05/2013,3793.38,102.94,3.1,253.87,5265.79
16,24/05/2013,1712.21,78.88,47.28,436.66,1598.51
16,31/05/2013,1917.54,111.2,64.94,NA,1066.74
16,07/06/2013,2327.36,244.2,53.8,893.67,2480.14
16,14/06/2013,2439.69,162.03,181,1625.55,1115.95
16,21/06/2013,3741.21,69.66,107.6,619.27,2491.84
16,28/06/2013,2159.6,421.95,1.2,625.71,1502.47
16,05/07/2013,2358.72,336.52,58.44,774.74,1497.5
16,12/07/2013,1074.06,63.63,56.58,1510.37,1317.28
16,19/07/2013,273.86,84.13,NA,1.94,914.66
16,26/07/2013,375.42,102.26,NA,272.07,1795.21
17,11/11/2011,3935,4172.99,225.67,2515.61,3009.79
17,18/11/2011,6004.88,247.29,32.39,653.49,4391.01
17,25/11/2011,310.16,181.17,62095.85,106.24,1292.3
17,02/12/2011,5562.36,222.94,16380.88,2303.32,17707.05
17,09/12/2011,8530.15,NA,29.6,840.04,6700.99
17,16/12/2011,3356.86,0.03,38.78,1286.21,2618.88
17,23/12/2011,945.5,35.63,1077.82,57.64,2404.82
17,30/12/2011,4439.21,42391.85,120.08,1366.9,2383.67
17,06/01/2012,5185.45,12090.5,33.9,1490.06,4832.68
17,13/01/2012,1552.86,3911.73,0.52,542.24,1709.97
